"","date","lat","lon","altitude","azimuth"
"280",2021-01-06 19:30:00,40.16,-105.1,-0.519054018432612,1.47846741447038
"281",2021-01-06 20:00:00,40.16,-105.1,-0.618874616021576,1.55966894172553
"282",2021-01-06 20:30:00,40.16,-105.1,-0.718776273603666,1.64674529059209
"283",2021-01-06 21:00:00,40.16,-105.1,-0.817962787708697,1.74324365320452
"284",2021-01-06 21:30:00,40.16,-105.1,-0.915340181595651,1.85439706184432
"285",2021-01-06 22:00:00,40.16,-105.1,-1.00924922025372,1.98825018859643
"286",2021-01-06 22:30:00,40.16,-105.1,-1.09695704248138,2.15735364109134
"287",2021-01-06 23:00:00,40.16,-105.1,-1.17372915373937,2.38022640647988
"288",2021-01-06 23:30:00,40.16,-105.1,-1.23155156148632,2.67735575635771
"289",2021-01-07 00:00:00,40.16,-105.1,-1.25933783113054,3.04799087832736
"290",2021-01-07 00:30:00,40.16,-105.1,-1.24906837061214,-2.84568955543419
"291",2021-01-07 01:00:00,40.16,-105.1,-1.20396480828621,-2.51096611570224
"292",2021-01-07 01:30:00,40.16,-105.1,-1.13487398589755,-2.25522286575199
"293",2021-01-07 02:00:00,40.16,-105.1,-1.05154033520803,-2.06344334491578
"294",2021-01-07 02:30:00,40.16,-105.1,-0.960093673400162,-1.91490088224628
"295",2021-01-07 03:00:00,40.16,-105.1,-0.864062814835538,-1.79429646239923
"296",2021-01-07 03:30:00,40.16,-105.1,-0.765527994252325,-1.69170088035883
"297",2021-01-07 04:00:00,40.16,-105.1,-0.665804735715314,-1.60073108372278
"298",2021-01-07 04:30:00,40.16,-105.1,-0.565805385840531,-1.51715213055558
"299",2021-01-07 05:00:00,40.16,-105.1,-0.466231713889755,-1.43801433971585
"300",2021-01-07 05:30:00,40.16,-105.1,-0.367683297495828,-1.36114198427497
"301",2021-01-07 06:00:00,40.16,-105.1,-0.270723748684211,-1.28482783728682
"302",2021-01-07 06:30:00,40.16,-105.1,-0.175925650351182,-1.20764695532987
"303",2021-01-07 07:00:00,40.16,-105.1,-0.0839047350839273,-1.1283421038998
"304",2021-01-07 07:30:00,40.16,-105.1,0.00465153458074544,-1.04575608524768
"305",2021-01-07 08:00:00,40.16,-105.1,0.0889589429218089,-0.958799917566582
"306",2021-01-07 08:30:00,40.16,-105.1,0.168115510078045,-0.866454494627064
"307",2021-01-07 09:00:00,40.16,-105.1,0.2410875750238,-0.767808852929214
"308",2021-01-07 09:30:00,40.16,-105.1,0.306708941526745,-0.662140377385201
"309",2021-01-07 10:00:00,40.16,-105.1,0.363702000950537,-0.549038800396728
"310",2021-01-07 10:30:00,40.16,-105.1,0.410731245514154,-0.428563190099701
"311",2021-01-07 11:00:00,40.16,-105.1,0.446496723655653,-0.301397913651999
"312",2021-01-07 11:30:00,40.16,-105.1,0.469864849798411,-0.1689463438664
"313",2021-01-07 12:00:00,40.16,-105.1,0.480016485623253,-0.0332899336705854
"314",2021-01-07 12:30:00,40.16,-105.1,0.47657445017068,0.103029188186768
"315",2021-01-07 13:00:00,40.16,-105.1,0.459668158821949,0.237369164941057
"316",2021-01-07 13:30:00,40.16,-105.1,0.429911035195135,0.367382807256248
"317",2021-01-07 14:00:00,40.16,-105.1,0.388299411415483,0.491315672840875
"318",2021-01-07 14:30:00,40.16,-105.1,0.336069160733009,0.6081329575375
"319",2021-01-07 15:00:00,40.16,-105.1,0.274552597763076,0.717484098481498
"320",2021-01-07 15:30:00,40.16,-105.1,0.205065263213004,0.819568613503117
"321",2021-01-07 16:00:00,40.16,-105.1,0.128833188038276,0.914973620462214
"322",2021-01-07 16:30:00,40.16,-105.1,0.0469570225955171,1.0045310271718
"323",2021-01-07 17:00:00,40.16,-105.1,-0.0395966940061345,1.08921545181922
"324",2021-01-07 17:30:00,40.16,-105.1,-0.129987077618187,1.17008592907584
"325",2021-01-07 18:00:00,40.16,-105.1,-0.22348078618546,1.24826694647881
"326",2021-01-07 18:30:00,40.16,-105.1,-0.319428684384621,1.3249640650939
"327",2021-01-07 19:00:00,40.16,-105.1,-0.417238952567884,1.40151342271756
"328",2021-01-07 19:30:00,40.16,-105.1,-0.516345887250122,1.47947150138579
"329",2021-01-07 20:00:00,40.16,-105.1,-0.616170854445215,1.56076229871682
